"album_name","ep","album_release","track_number","track_name","artist","featuring","bonus_track","promotional_release","single_release","track_release","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","time_signature","duration_ms","explicit","key_name","mode_name","key_mode","Streams","log_Streams","binary_streams"
"Taylor Swift",FALSE,2006-10-24,1,"Tim McGraw","Taylor Swift",NA,FALSE,NA,2006-06-19,2006-06-19,0.58,0.491,0,-6.462,1,0.0251,0.575,0,0.121,0.425,76.009,4,232107,FALSE,"C","major","C major",120681144,18.6086624518257,1
"Taylor Swift",FALSE,2006-10-24,2,"Picture To Burn","Taylor Swift",NA,FALSE,NA,2008-02-03,2006-10-24,0.658,0.877,7,-2.098,1,0.0323,0.173,0,0.0962,0.821,105.586,4,173067,FALSE,"G","major","G major",177476212,18.9943471409973,1
"Taylor Swift",FALSE,2006-10-24,3,"Teardrops On My Guitar","Taylor Swift",NA,FALSE,NA,2007-02-19,2006-10-24,0.621,0.417,10,-6.941,1,0.0231,0.288,0,0.119,0.289,99.953,4,203040,FALSE,"A#","major","A# major",201819648,19.1228850248707,1
"Taylor Swift",FALSE,2006-10-24,4,"A Place In This World","Taylor Swift",NA,FALSE,NA,NA,2006-10-24,0.576,0.777,9,-2.881,1,0.0324,0.051,0,0.32,0.428,115.028,4,199200,FALSE,"A","major","A major",38006696,17.4532729126937,0
"Taylor Swift",FALSE,2006-10-24,5,"Cold As You","Taylor Swift",NA,FALSE,NA,NA,2006-10-24,0.418,0.482,5,-5.769,1,0.0266,0.217,0,0.123,0.261,175.558,4,239013,FALSE,"F","major","F major",393555192,19.7907318751985,1
"Taylor Swift",FALSE,2006-10-24,6,"The Outside","Taylor Swift",NA,FALSE,NA,NA,2006-10-24,0.589,0.805,5,-4.055,1,0.0293,0.00491,0,0.24,0.591,112.982,4,207107,FALSE,"F","major","F major",27152957,17.1169965118574,0
"Taylor Swift",FALSE,2006-10-24,7,"Tied Together With A Smile","Taylor Swift",NA,FALSE,NA,NA,2006-10-24,0.479,0.578,2,-4.963,1,0.0294,0.525,0,0.0841,0.192,146.165,4,248107,FALSE,"D","major","D major",30582153,17.2359271614806,0
"Taylor Swift",FALSE,2006-10-24,8,"Stay Beautiful","Taylor Swift",NA,FALSE,NA,NA,2006-10-24,0.594,0.629,8,-4.919,1,0.0246,0.0868,0,0.137,0.504,131.597,4,236053,FALSE,"G#","major","G# major",32159952,17.2862325097366,0
"Taylor Swift",FALSE,2006-10-24,9,"Should've Said No","Taylor Swift",NA,FALSE,NA,2008-05-18,2006-10-24,0.476,0.777,4,-3.771,0,0.0289,0.0103,0,0.196,0.472,167.964,4,242200,FALSE,"E","minor","E minor",111944757,18.5335160665045,1
"Taylor Swift",FALSE,2006-10-24,10,"Mary's Song (Oh My My My)","Taylor Swift",NA,FALSE,NA,NA,2006-10-24,0.403,0.627,2,-5.28,1,0.0292,0.0177,0,0.182,0.374,74.9,4,213080,FALSE,"D","major","D major",41444442,17.5398643412906,0
"Taylor Swift",FALSE,2006-10-24,11,"Our Song","Taylor Swift",NA,FALSE,NA,2007-09-09,2006-10-24,0.668,0.672,2,-4.931,1,0.0303,0.111,0,0.329,0.539,89.011,4,201107,FALSE,"D","major","D major",307657056,19.5444962660413,1
"Taylor Swift",FALSE,2006-10-24,12,"I'm Only Me When I'm With You","Taylor Swift",NA,TRUE,NA,NA,2008-03-18,0.563,0.934,8,-3.629,1,0.0646,0.00452,0.000807,0.103,0.518,143.964,4,213053,FALSE,"G#","major","G# major",46882871,17.6631629428254,0
"Taylor Swift",FALSE,2006-10-24,13,"Invisible","Taylor Swift",NA,TRUE,NA,NA,2008-03-18,0.612,0.394,7,-5.723,1,0.0243,0.637,0,0.147,0.233,96.001,4,203227,FALSE,"G","major","G major",32245922,17.2889021435982,0
"Taylor Swift",FALSE,2006-10-24,14,"A Perfectly Good Heart","Taylor Swift",NA,TRUE,NA,NA,2008-03-18,0.483,0.751,4,-5.726,1,0.0365,0.00349,0,0.128,0.268,156.092,4,220147,FALSE,"E","major","E major",23516670,16.9732200893384,0
"Taylor Swift",FALSE,2006-10-24,15,"Teardrops On My Guitar (Pop Version)","Taylor Swift",NA,TRUE,NA,NA,2008-03-18,0.459,0.753,10,-3.827,1,0.0537,0.0402,0,0.0863,0.483,199.997,4,179067,FALSE,"A#","major","A# major",30572544,17.2356129092465,0
"Fearless",FALSE,2008-11-11,1,"Fearless","Taylor Swift",NA,FALSE,2008-10-14,2010-01-03,2008-10-14,0.598,0.714,5,-4.397,1,0.0273,0.0364,1.04e-06,0.31,0.467,99.979,4,242000,FALSE,"F","major","F major",114156809,18.553083578745,1
"Fearless",FALSE,2008-11-11,2,"Fifteen","Taylor Swift",NA,FALSE,NA,2009-08-30,2008-11-11,0.559,0.636,7,-4.4,1,0.0263,0.0728,0,0.144,0.214,95.485,4,294347,FALSE,"G","major","G major",112324751,18.5369047961364,1
"Fearless",FALSE,2008-11-11,3,"Love Story","Taylor Swift",NA,FALSE,NA,2008-09-12,2008-09-12,0.618,0.736,2,-3.937,1,0.0308,0.157,0,0.073,0.307,118.982,4,235280,FALSE,"D","major","D major",839744760,20.5486085464848,1
"Fearless",FALSE,2008-11-11,4,"Hey Stephen","Taylor Swift",NA,FALSE,NA,NA,2008-11-11,0.843,0.553,6,-7.348,1,0.0317,0.168,2.66e-06,0.107,0.825,115.997,4,254320,FALSE,"F#","major","F# major",48099348,17.6887791798906,0
"Fearless",FALSE,2008-11-11,5,"White Horse","Taylor Swift",NA,FALSE,NA,2008-12-07,2008-11-11,0.585,0.346,0,-8.014,1,0.0256,0.302,0,0.102,0.195,92.564,4,234440,FALSE,"C","major","C major",107857315,18.4963197541832,0
"Fearless",FALSE,2008-11-11,6,"You Belong With Me","Taylor Swift",NA,FALSE,2008-11-04,2009-04-18,2008-11-04,0.687,0.771,6,-4.424,1,0.0384,0.164,2.46e-05,0.112,0.445,129.964,4,231147,FALSE,"F#","major","F# major",607923068,20.2255588990297,1
"Fearless",FALSE,2008-11-11,7,"Breathe","Taylor Swift","Colbie Caillat",FALSE,2008-10-21,NA,2008-10-21,0.498,0.486,1,-7.384,1,0.0273,0.373,0,0.113,0.17,147.952,4,263987,FALSE,"C#","major","C# major",67075537,18.0213299602074,0
"Fearless",FALSE,2008-11-11,8,"Tell Me Why","Taylor Swift",NA,FALSE,NA,NA,2008-11-11,0.601,0.852,7,-3.096,1,0.0386,0.0606,3.41e-06,0.37,0.513,100.015,4,200560,FALSE,"G","major","G major",30676668,17.239012923611,0
"Fearless",FALSE,2008-11-11,9,"You're Not Sorry","Taylor Swift",NA,FALSE,2008-10-28,NA,2008-10-28,0.459,0.459,6,-4.126,1,0.0275,0.13,2.3e-06,0.113,0.281,134.018,4,261800,FALSE,"F#","major","F# major",45283757,17.628458961032,0
"Fearless",FALSE,2008-11-11,10,"The Way I Loved You","Taylor Swift",NA,FALSE,NA,NA,2008-11-11,0.436,0.712,5,-3.689,1,0.0329,0.0322,0,0.111,0.379,160.886,4,244240,FALSE,"F","major","F major",68235800,18.0384799117741,0
"Fearless",FALSE,2008-11-11,11,"Forever & Always","Taylor Swift",NA,FALSE,NA,NA,2008-11-11,0.605,0.829,10,-4.993,1,0.0549,0.0907,0,0.106,0.514,128.012,4,225333,FALSE,"A#","major","A# major",52528575,17.7768678652064,0
"Fearless",FALSE,2008-11-11,12,"The Best Day","Taylor Swift",NA,FALSE,NA,NA,2008-11-11,0.664,0.447,1,-8.535,1,0.0292,0.611,1e-06,0.139,0.364,126.079,4,245347,FALSE,"C#","major","C# major",38744030,17.4724872373783,0
"Fearless",FALSE,2008-11-11,13,"Change","Taylor Swift",NA,FALSE,2008-08-08,NA,2008-08-08,0.548,0.756,5,-4.175,1,0.036,0.00471,0,0.117,0.224,96.038,4,281053,FALSE,"F","major","F major",26360809,17.0873889575677,0
"Fearless",FALSE,2008-11-11,14,"Jump Then Fall","Taylor Swift",NA,TRUE,NA,NA,2009-10-26,0.618,0.687,2,-5.737,1,0.0271,0.111,0,0.0693,0.82,79.991,4,237067,FALSE,"D","major","D major",24913357,17.0309146433129,0
"Fearless",FALSE,2008-11-11,15,"Untouchable","Taylor Swift",NA,TRUE,NA,NA,2009-10-26,0.419,0.454,5,-6.809,1,0.0335,0.0583,3.78e-06,0.0974,0.288,200.017,4,311040,FALSE,"F","major","F major",22122687,16.9121142010205,0
"Fearless",FALSE,2008-11-11,16,"Forever & Always (Piano Version)","Taylor Swift",NA,TRUE,NA,NA,2009-10-26,0.592,0.16,9,-10.785,1,0.0347,0.852,0,0.116,0.294,118.929,4,267507,FALSE,"A","major","A major",26726100,17.1011511739909,0
"Fearless",FALSE,2008-11-11,17,"Come In With The Rain","Taylor Swift",NA,TRUE,NA,NA,2009-10-26,0.527,0.475,2,-6.205,1,0.0258,0.0868,4.34e-06,0.248,0.224,143.962,4,238107,FALSE,"D","major","D major",16360926,16.6104064890041,0
"Fearless",FALSE,2008-11-11,18,"SuperStar","Taylor Swift",NA,TRUE,NA,NA,2009-10-26,0.61,0.531,2,-6.123,1,0.0239,0.367,0,0.351,0.228,85.979,4,261453,FALSE,"D","major","D major",13485429,16.4171203271756,0
"Fearless",FALSE,2008-11-11,19,"The Other Side Of The Door","Taylor Swift",NA,TRUE,NA,NA,2009-10-26,0.476,0.816,4,-4.279,1,0.0347,0.169,0,0.238,0.469,163.847,4,237600,FALSE,"E","major","E major",14594796,16.4961755847831,0
"Fearless (Taylor's Version)",FALSE,2021-04-09,1,"Fearless (Taylor's Version)","Taylor Swift",NA,FALSE,NA,NA,2021-04-09,0.569,0.741,5,-4.963,1,0.0282,0.0122,0,0.333,0.43,100.118,4,241592,FALSE,"F","major","F major",242744567,19.3075202838348,1
"Fearless (Taylor's Version)",FALSE,2021-04-09,2,"Fifteen (Taylor's Version)","Taylor Swift",NA,FALSE,NA,NA,2021-04-09,0.559,0.646,7,-4.61,1,0.0272,0.116,0,0.32,0.289,95.466,4,294419,FALSE,"G","major","G major",90429706,18.3200833775779,0
"Fearless (Taylor's Version)",FALSE,2021-04-09,3,"Love Story (Taylor's Version)","Taylor Swift",NA,FALSE,NA,2021-02-12,2021-02-12,0.627,0.792,2,-4.311,1,0.031,0.13,3.97e-06,0.0845,0.415,119.054,4,235767,FALSE,"D","major","D major",642874800,20.2814605509568,1
"Fearless (Taylor's Version)",FALSE,2021-04-09,4,"Hey Stephen (Taylor's Version)","Taylor Swift",NA,FALSE,NA,NA,2021-04-09,0.788,0.571,6,-6.135,1,0.0296,0.106,0,0.0934,0.797,115.99,4,254255,FALSE,"F#","major","F# major",80554113,18.2044397277362,0
"Fearless (Taylor's Version)",FALSE,2021-04-09,5,"White Horse (Taylor's Version)","Taylor Swift",NA,FALSE,NA,NA,2021-04-09,0.423,0.517,0,-7.377,1,0.0486,0.369,0,0.177,0.366,185.262,4,234516,FALSE,"C","major","C major",85751097,18.2669594369314,0
"Fearless (Taylor's Version)",FALSE,2021-04-09,6,"You Belong With Me (Taylor's Version)","Taylor Swift",NA,FALSE,NA,NA,2021-04-09,0.632,0.773,6,-4.856,1,0.0346,0.0623,0,0.0885,0.474,130.033,4,231124,FALSE,"F#","major","F# major",554449538,20.133486356105,1
"Fearless (Taylor's Version)",FALSE,2021-04-09,7,"Breathe (Taylor's Version)","Taylor Swift","Colbie Caillat",FALSE,NA,NA,2021-04-09,0.506,0.626,1,-6.066,1,0.0287,0.156,0,0.228,0.321,148.035,4,263377,FALSE,"C#","major","C# major",60331549,17.915365725539,0
"Fearless (Taylor's Version)",FALSE,2021-04-09,8,"Tell Me Why (Taylor's Version)","Taylor Swift",NA,FALSE,NA,NA,2021-04-09,0.578,0.909,7,-3.669,1,0.0628,0.0222,0,0.333,0.541,100.023,4,200576,FALSE,"G","major","G major",51745577,17.7618495178581,0
"Fearless (Taylor's Version)",FALSE,2021-04-09,9,"You're Not Sorry (Taylor's Version)","Taylor Swift",NA,FALSE,NA,NA,2021-04-09,0.506,0.444,6,-4.99,1,0.0285,0.0538,0,0.123,0.241,133.873,4,261843,FALSE,"F#","major","F# major",64918203,17.9886386200057,0
"Fearless (Taylor's Version)",FALSE,2021-04-09,10,"The Way I Loved You (Taylor's Version)","Taylor Swift",NA,FALSE,NA,NA,2021-04-09,0.402,0.732,5,-4.665,1,0.0484,0.0033,0,0.108,0.472,161.032,4,243137,FALSE,"F","major","F major",372522117,19.7358069685179,1
"Fearless (Taylor's Version)",FALSE,2021-04-09,11,"Forever & Always (Taylor's Version)","Taylor Swift",NA,FALSE,NA,NA,2021-04-09,0.598,0.821,10,-4.433,1,0.0447,0.0231,0,0.143,0.673,128.03,4,225328,FALSE,"A#","major","A# major",99531508,18.4159848153182,0
"Fearless (Taylor's Version)",FALSE,2021-04-09,12,"The Best Day (Taylor's Version)","Taylor Swift",NA,FALSE,NA,NA,2021-04-09,0.642,0.576,1,-8.524,1,0.0282,0.488,0,0.159,0.469,125,4,245290,FALSE,"C#","major","C# major",47007427,17.6658161684669,0
"Fearless (Taylor's Version)",FALSE,2021-04-09,13,"Change (Taylor's Version)","Taylor Swift",NA,FALSE,NA,NA,2021-04-09,0.499,0.815,5,-4.063,1,0.0341,0.000191,0,0.181,0.344,95.999,4,279360,FALSE,"F","major","F major",40393013,17.51416738243,0
"Fearless (Taylor's Version)",FALSE,2021-04-09,14,"Jump Then Fall (Taylor's Version)","Taylor Swift",NA,FALSE,NA,NA,2021-04-09,0.572,0.69,2,-6.201,1,0.0358,0.0474,0,0.0897,0.624,160.111,4,237580,FALSE,"D","major","D major",50309638,17.733707227053,0
"Fearless (Taylor's Version)",FALSE,2021-04-09,15,"Untouchable (Taylor's Version)","Taylor Swift",NA,FALSE,NA,NA,2021-04-09,0.393,0.531,5,-6.112,1,0.0329,0.0181,0,0.169,0.224,200.391,4,312107,FALSE,"F","major","F major",50849541,17.7443816538694,0
"Fearless (Taylor's Version)",FALSE,2021-04-09,16,"Forever & Always (Piano Version) [Taylor's Version]","Taylor Swift",NA,FALSE,NA,NA,2021-04-09,0.546,0.273,9,-9.208,1,0.0308,0.819,0,0.137,0.271,118.753,4,267833,FALSE,"A","major","A major",46847438,17.662406879988,0
"Fearless (Taylor's Version)",FALSE,2021-04-09,17,"Come In With The Rain (Taylor's Version)","Taylor Swift",NA,FALSE,NA,NA,2021-04-09,0.476,0.564,2,-5.677,1,0.0269,0.0406,0,0.102,0.167,143.929,4,237339,FALSE,"D","major","D major",36709406,17.418543574465,0
"Fearless (Taylor's Version)",FALSE,2021-04-09,18,"SuperStar (Taylor's Version)","Taylor Swift",NA,FALSE,NA,NA,2021-04-09,0.454,0.555,2,-6.69,1,0.0283,0.157,0,0.343,0.171,171.862,4,263865,FALSE,"D","major","D major",33064626,17.3139745679729,0
"Fearless (Taylor's Version)",FALSE,2021-04-09,19,"The Other Side Of The Door (Taylor's Version)","Taylor Swift",NA,FALSE,NA,NA,2021-04-09,0.432,0.873,4,-4.367,1,0.0577,0.0279,0,0.167,0.629,163.936,4,238444,FALSE,"E","major","E major",63990782,17.9742495997004,0
"Fearless (Taylor's Version)",FALSE,2021-04-09,20,"Today Was A Fairytale (Taylor's Version)","Taylor Swift",NA,FALSE,NA,NA,2021-04-09,0.482,0.779,7,-5.025,1,0.0409,0.0135,0,0.296,0.328,158.162,4,241822,FALSE,"G","major","G major",47992191,17.6865488681371,0
"Fearless (Taylor's Version)",FALSE,2021-04-09,21,"You All Over Me (Taylor's Version) [From The Vault]","Taylor Swift","Maren Morris",FALSE,2021-03-26,NA,2021-03-26,0.599,0.494,2,-7.61,1,0.0372,0.816,0,0.101,0.44,142.893,4,220839,FALSE,"D","major","D major",104232029,18.4621300200904,0
"Fearless (Taylor's Version)",FALSE,2021-04-09,22,"Mr. Perfectly Fine (Taylor's Version) [From The Vault]","Taylor Swift",NA,FALSE,2021-04-07,NA,2021-04-07,0.66,0.817,11,-6.269,0,0.0521,0.162,0,0.0667,0.714,135.942,4,277592,FALSE,"B","minor","B minor",338943982,19.6413454068525,1
"Fearless (Taylor's Version)",FALSE,2021-04-09,23,"We Were Happy (Taylor's Version) [From The Vault]","Taylor Swift",NA,FALSE,NA,NA,2021-04-09,0.609,0.373,0,-8.819,1,0.0263,0.849,0,0.0779,0.13,106.007,4,244237,FALSE,"C","major","C major",54201297,17.8082153960129,0
"Fearless (Taylor's Version)",FALSE,2021-04-09,24,"That's When (Taylor's Version) [From The Vault]","Taylor Swift","Keith Urban",FALSE,NA,NA,2021-04-09,0.588,0.608,5,-7.062,1,0.0365,0.225,0,0.092,0.508,90.201,4,189496,FALSE,"F","major","F major",71648351,18.087280697319,0
"Fearless (Taylor's Version)",FALSE,2021-04-09,25,"Don't You (Taylor's Version) [From The Vault]","Taylor Swift",NA,FALSE,NA,NA,2021-04-09,0.563,0.473,3,-11.548,1,0.0503,0.514,1.2e-05,0.109,0.405,101.934,4,208609,FALSE,"D#","major","D# major",64098942,17.9759384162945,0
"Fearless (Taylor's Version)",FALSE,2021-04-09,26,"Bye Bye Baby (Taylor's Version) [From The Vault]","Taylor Swift",NA,FALSE,NA,NA,2021-04-09,0.624,0.624,5,-7.86,1,0.0539,0.334,0,0.0995,0.527,80.132,4,242158,FALSE,"F","major","F major",50410737,17.735714746067,0
"Speak Now",FALSE,2010-10-25,1,"Mine","Taylor Swift",NA,FALSE,NA,2010-08-04,2010-08-04,0.624,0.757,7,-2.94,1,0.0296,0.00265,1.87e-06,0.189,0.658,121.07,4,230707,FALSE,"G","major","G major",216622266,19.1936656850318,1
"Speak Now",FALSE,2010-10-25,2,"Sparks Fly","Taylor Swift",NA,FALSE,NA,2011-07-18,2010-10-25,0.605,0.787,5,-3.002,1,0.0308,0.0396,1.42e-06,0.163,0.374,114.987,4,260933,FALSE,"F","major","F major",176533939,18.9890237048043,1
"Speak Now",FALSE,2010-10-25,3,"Back To December","Taylor Swift",NA,FALSE,2010-10-11,2010-11-15,2010-10-11,0.529,0.67,2,-4.663,1,0.0303,0.117,0,0.334,0.286,141.893,4,293027,FALSE,"D","major","D major",375695596,19.7442897883568,1
"Speak Now",FALSE,2010-10-25,4,"Speak Now","Taylor Swift",NA,FALSE,2010-10-04,NA,2010-10-04,0.709,0.599,7,-3.734,1,0.0304,0.095,0,0.0973,0.735,118.975,4,240760,FALSE,"G","major","G major",140422062,18.7601631739634,1
"Speak Now",FALSE,2010-10-25,5,"Dear John","Taylor Swift",NA,FALSE,NA,NA,2010-10-25,0.589,0.47,4,-5.32,1,0.028,0.166,1.45e-06,0.112,0.102,119.386,3,403920,FALSE,"E","major","E major",138694598,18.7477849371582,1
"Speak Now",FALSE,2010-10-25,6,"Mean","Taylor Swift",NA,FALSE,2010-10-18,2011-03-13,2010-10-18,0.568,0.761,4,-3.987,1,0.0459,0.452,0,0.217,0.789,163.974,4,237733,FALSE,"E","major","E major",222507257,19.220470274769,1
"Speak Now",FALSE,2010-10-25,7,"The Story Of Us","Taylor Swift",NA,FALSE,NA,2011-04-19,2010-10-25,0.543,0.818,4,-3.611,1,0.0398,0.00478,0.000368,0.0357,0.683,139.898,4,265667,FALSE,"E","major","E major",149240409,18.8210690468656,1
"Speak Now",FALSE,2010-10-25,8,"Never Grow Up","Taylor Swift",NA,FALSE,NA,NA,2010-10-25,0.714,0.305,2,-8.837,1,0.0305,0.819,0,0.174,0.554,124.91,4,290467,FALSE,"D","major","D major",83127466,18.2358857226657,0
"Speak Now",FALSE,2010-10-25,9,"Enchanted","Taylor Swift",NA,FALSE,NA,NA,2010-10-25,0.455,0.623,8,-3.878,1,0.0288,0.0739,0.000424,0.146,0.208,163.893,4,352187,FALSE,"G#","major","G# major",755265586,20.4425800148933,1
"Speak Now",FALSE,2010-10-25,10,"Better Than Revenge","Taylor Swift",NA,FALSE,NA,NA,2010-10-25,0.516,0.917,11,-3.186,0,0.0827,0.0139,6.37e-06,0.36,0.635,145.821,4,217160,FALSE,"B","minor","B minor",185784783,19.0400994810977,1
"Speak Now",FALSE,2010-10-25,11,"Innocent","Taylor Swift",NA,FALSE,NA,NA,2010-10-25,0.552,0.608,1,-5.29,0,0.0259,0.186,0,0.125,0.17,134.05,4,302253,FALSE,"C#","minor","C# minor",51036807,17.7480576362665,0
"Speak Now",FALSE,2010-10-25,12,"Haunted","Taylor Swift",NA,FALSE,NA,NA,2010-10-25,0.436,0.95,5,-2.627,1,0.057,0.0826,1.08e-06,0.149,0.352,162.088,4,242080,FALSE,"F","major","F major",100252218,18.4231997485945,0
"Speak Now",FALSE,2010-10-25,13,"Last Kiss","Taylor Swift",NA,FALSE,NA,NA,2010-10-25,0.371,0.341,10,-9.475,1,0.0319,0.57,3.09e-05,0.101,0.196,89.038,1,367133,FALSE,"A#","major","A# major",120077288,18.6036461600911,1
"Speak Now",FALSE,2010-10-25,14,"Long Live","Taylor Swift",NA,FALSE,NA,NA,2010-10-25,0.418,0.68,7,-4.3,1,0.0347,0.036,7.59e-05,0.114,0.142,204.12,4,317453,FALSE,"G","major","G major",97483745,18.3951962041204,0
"Speak Now",FALSE,2010-10-25,15,"Ours","Taylor Swift",NA,TRUE,NA,2011-11-22,2010-10-25,0.608,0.569,0,-7.227,1,0.0284,0.537,0,0.097,0.238,159.845,4,237920,FALSE,"C","major","C major",70337971,18.068822338987,0
"Speak Now",FALSE,2010-10-25,16,"If This Was A Movie","Taylor Swift",NA,TRUE,2010-11-08,NA,2010-10-25,0.511,0.719,4,-3.457,1,0.0265,0.166,4.54e-06,0.34,0.289,147.852,4,234547,FALSE,"E","major","E major",42824112,17.5726118664078,0
"Speak Now",FALSE,2010-10-25,17,"Superman","Taylor Swift",NA,TRUE,2010-11-08,NA,2010-10-25,0.582,0.765,7,-3.648,1,0.0324,0.0268,1.95e-06,0.103,0.559,131.982,4,275960,FALSE,"G","major","G major",25172244,17.041252516892,0
"Speak Now (Taylor's Version)",FALSE,2023-07-07,1,"Mine (Taylor's Version)","Taylor Swift",NA,FALSE,NA,NA,2023-07-07,0.646,0.783,7,-2.846,1,0.0356,0.00444,1.38e-06,0.171,0.49,121.08,4,231707,FALSE,"G","major","G major",137598364,18.739849593858,1
"Speak Now (Taylor's Version)",FALSE,2023-07-07,2,"Sparks Fly (Taylor's Version)","Taylor Swift",NA,FALSE,NA,NA,2023-07-07,0.588,0.758,5,-2.347,1,0.0305,0.0251,0,0.131,0.387,114.991,4,261231,FALSE,"F","major","F major",96288640,18.3828609051163,0
"Speak Now (Taylor's Version)",FALSE,2023-07-07,3,"Back To December (Taylor's Version)","Taylor Swift",NA,FALSE,NA,NA,2023-07-07,0.497,0.635,2,-3.927,1,0.0273,0.00621,0,0.117,0.203,142.063,4,294190,FALSE,"D","major","D major",154712290,18.8570777564731,1
"Speak Now (Taylor's Version)",FALSE,2023-07-07,4,"Speak Now (Taylor's Version)","Taylor Swift",NA,FALSE,NA,NA,2023-07-07,0.727,0.677,7,-2.871,1,0.0325,0.248,0,0.143,0.639,118.995,4,242473,FALSE,"G","major","G major",84439221,18.2515425554163,0
"Speak Now (Taylor's Version)",FALSE,2023-07-07,5,"Dear John (Taylor's Version)","Taylor Swift",NA,FALSE,NA,NA,2023-07-07,0.419,0.47,4,-5.016,1,0.0296,0.0236,0,0.163,0.133,119.294,3,405907,FALSE,"E","major","E major",86658091,18.2774809454158,0
"Speak Now (Taylor's Version)",FALSE,2023-07-07,6,"Mean (Taylor's Version)","Taylor Swift",NA,FALSE,NA,NA,2023-07-07,0.524,0.692,4,-3.866,1,0.0369,0.311,0,0.192,0.621,163.874,4,238693,FALSE,"E","major","E major",78879153,18.1834275303714,0
"Speak Now (Taylor's Version)",FALSE,2023-07-07,7,"The Story Of Us (Taylor's Version)","Taylor Swift",NA,FALSE,NA,NA,2023-07-07,0.515,0.781,4,-2.608,1,0.0535,0.00192,0,0.054,0.57,139.846,4,267653,FALSE,"E","major","E major",77593542,18.1669947600409,0
"Speak Now (Taylor's Version)",FALSE,2023-07-07,8,"Never Grow Up (Taylor's Version)","Taylor Swift",NA,FALSE,NA,NA,2023-07-07,0.685,0.323,2,-7.103,1,0.0289,0.851,0,0.198,0.569,125.058,4,292920,FALSE,"D","major","D major",46524427,17.6554880444576,0
"Speak Now (Taylor's Version)",FALSE,2023-07-07,9,"Enchanted (Taylor's Version)","Taylor Swift",NA,FALSE,NA,NA,2023-07-07,0.505,0.532,8,-3.526,1,0.0265,0.012,0,0.149,0.216,81.907,4,353253,FALSE,"G#","major","G# major",210044452,19.162829742472,1
"Speak Now (Taylor's Version)",FALSE,2023-07-07,10,"Better Than Revenge (Taylor's Version)","Taylor Swift",NA,FALSE,NA,NA,2023-07-07,0.496,0.885,11,-2.969,0,0.0803,0.000886,0,0.191,0.665,145.863,4,220307,FALSE,"B","minor","B minor",102713874,18.4474577582771,0
"Speak Now (Taylor's Version)",FALSE,2023-07-07,11,"Innocent (Taylor's Version)","Taylor Swift",NA,FALSE,NA,NA,2023-07-07,0.522,0.598,1,-5.327,0,0.0284,0.101,0,0.152,0.149,133.627,4,301222,FALSE,"C#","minor","C# minor",39370922,17.4885380814925,0
"Speak Now (Taylor's Version)",FALSE,2023-07-07,12,"Haunted (Taylor's Version)","Taylor Swift",NA,FALSE,NA,NA,2023-07-07,0.427,0.915,5,-1.909,1,0.0619,0.00667,0,0.221,0.355,162.201,4,245413,FALSE,"F","major","F major",62365463,17.9485222025503,0
"Speak Now (Taylor's Version)",FALSE,2023-07-07,13,"Last Kiss (Taylor's Version)","Taylor Swift",NA,FALSE,NA,NA,2023-07-07,0.55,0.366,10,-8.46,1,0.0276,0.447,4.43e-06,0.101,0.16,79.401,3,369120,FALSE,"A#","major","A# major",62246155,17.9466073243332,0
"Speak Now (Taylor's Version)",FALSE,2023-07-07,14,"Long Live (Taylor's Version)","Taylor Swift",NA,FALSE,NA,NA,2023-07-07,0.375,0.65,0,-4.031,1,0.0402,0.0122,0,0.189,0.0752,203.89,4,317960,FALSE,"C","major","C major",96599305,18.3860821045399,0
"Speak Now (Taylor's Version)",FALSE,2023-07-07,15,"Ours (Taylor's Version)","Taylor Swift",NA,FALSE,NA,NA,2023-07-07,0.535,0.488,0,-8.261,1,0.0278,0.449,0,0.111,0.348,159.813,4,235803,FALSE,"C","major","C major",44063949,17.6011525231024,0
"Speak Now (Taylor's Version)",FALSE,2023-07-07,16,"Superman (Taylor's Version)","Taylor Swift",NA,FALSE,NA,NA,2023-07-07,0.533,0.742,7,-3.473,1,0.0303,0.0031,0,0.108,0.356,131.93,4,274945,FALSE,"G","major","G major",33190443,17.3177725310009,0
"Speak Now (Taylor's Version)",FALSE,2023-07-07,17,"Electric Touch (Taylor's Version) [From The Vault]","Taylor Swift","Fall Out Boy",FALSE,NA,NA,2023-07-07,0.547,0.855,7,-4.7,1,0.0597,0.0164,0,0.144,0.282,131.073,4,266467,FALSE,"G","major","G major",70412269,18.0698780815122,0
"Speak Now (Taylor's Version)",FALSE,2023-07-07,18,"When Emma Falls In Love (Taylor's Version) [From The Vault]","Taylor Swift",NA,FALSE,NA,NA,2023-07-07,0.474,0.763,2,-4.632,1,0.0505,0.159,0,0.138,0.231,78.133,4,252386,FALSE,"D","major","D major",67928411,18.0339649291671,0
"Speak Now (Taylor's Version)",FALSE,2023-07-07,19,"I Can See You (Taylor's Version) [From The Vault]","Taylor Swift",NA,FALSE,NA,NA,2023-07-07,0.694,0.764,6,-4.893,1,0.0337,0.0586,0,0.0608,0.819,123.044,4,273186,FALSE,"F#","major","F# major",209477724,19.1601279623175,1
